policy_name,policy,method,timetable,n_replications,mean_H,std_H,SE_H,CI95_lower_H,CI95_upper_H,CI95_width_H,mean_Z1,mean_Z2,mean_Z3
R1_840a3320_SAA2,SAA - R1,SAA,R1,100,0.8668387034843384,0.1265268005769085,0.012652680057690848,0.8420394505712644,0.8916379563974125,0.04959850582614812,8.895462422128578,4.552770644769791,3.12
R2_7652d98c_SAA2,SAA - R2,SAA,R2,100,0.9420422420889147,0.07071679092192629,0.0070716790921926285,0.9281817510682172,0.9559027331096123,0.027720982041395104,5.433195473139144,6.2827078100920195,3.23
R1_3d503d0e_Lin,Lin_Stage2 - R1,Lin_Stage2,R1,100,0.9454387264863492,0.11118664093244875,0.011118664093244874,0.9236461448635892,0.9672313081091092,0.043585163245519906,8.758429240418392,4.446976248824439,4.02
R1_c5d534fd_SubsetKN,KN+Subset - R1,KN+Subset,R1,100,0.9454387264863492,0.11118664093244875,0.011118664093244874,0.9236461448635892,0.9672313081091092,0.043585163245519906,8.758429240418392,4.446976248824439,4.02
R2_34b04524_Lin,Lin_Stage2 - R2,Lin_Stage2,R2,100,0.9637208061172029,0.0716101978612883,0.007161019786128831,0.9496852073363904,0.9777564048980154,0.028071197561625016,3.85254501842835,5.564578375100301,4.36
R2_effc06e5_SubsetKN,KN+Subset - R2,KN+Subset,R2,100,1.0439467479953928,0.03772462530865955,0.003772462530865955,1.0365527214348955,1.05134077455589,0.014788053120994543,3.7820769369442986,5.773778027546616,5.01
