subset_rank,system,policy,mean_H_subset
151,1841,R2_929246cd_SubsetKN,1.1505049186918954
152,1619,R2_cbf2a837_SubsetKN,1.1506716698791128
153,1373,R2_70c149c2_SubsetKN,1.1512082525703886
154,3303,R2_003d0cc2_SubsetKN,1.1512577676941842
155,3860,R2_3a88eaea_SubsetKN,1.1515685628285666
156,3474,R2_a71a32e1_SubsetKN,1.1516590117763976
157,3796,R2_3e07505f_SubsetKN,1.151855460102303
158,3389,R2_4ea83f60_SubsetKN,1.1530979180433492
159,3131,R2_1c481d85_SubsetKN,1.1535807932884254
160,2905,R2_3bcdd10d_SubsetKN,1.1536042428381736
161,1770,R2_70c3db5e_SubsetKN,1.1537714374382357
162,1862,R2_338b0ce8_SubsetKN,1.153837027516015
163,3546,R2_c1c8fb20_SubsetKN,1.1538888452286562
164,3364,R2_8931b885_SubsetKN,1.154269547849056
165,3319,R2_68ffb679_SubsetKN,1.1552147642279995
166,3850,R2_160eedea_SubsetKN,1.1557026008890559
167,3787,R2_0aff65c3_SubsetKN,1.1560543053560182
168,475,R2_2645c9c7_SubsetKN,1.1563248441330845
169,3382,R2_b665b58c_SubsetKN,1.1563263539404338
170,4841,R2_a3824829_SubsetKN,1.1563303930076199
171,1825,R2_8662cd6d_SubsetKN,1.1566481599284741
172,716,R2_b4ffc423_SubsetKN,1.157467711222483
173,1213,R2_ebb54e5f_SubsetKN,1.157472863625753
174,717,R2_5d2b08e1_SubsetKN,1.158442140767155
175,1115,R2_f053711a_SubsetKN,1.158485224150327
176,3483,R2_8a950cef_SubsetKN,1.1592075632147107
177,1610,R2_c5d534fd_SubsetKN,1.1595161802107943
178,1762,R2_c45a7515_SubsetKN,1.1596638332024969
179,3968,R2_dbb2726f_SubsetKN,1.1597907091378632
180,3383,R2_6d0f0886_SubsetKN,1.159986859702989
181,1124,R2_e390e95c_SubsetKN,1.1601366412933534
182,3861,R2_e6367923_SubsetKN,1.1602502276965803
183,1618,R2_36c497cb_SubsetKN,1.160376850057653
184,2896,R2_890c0530_SubsetKN,1.1605219874281452
185,3851,R2_740889c5_SubsetKN,1.1605461980451506
186,1214,R2_90af1def_SubsetKN,1.1605885068396438
187,1294,R2_25bdc258_SubsetKN,1.1609996918043852
188,6030,R2_8a4b0458_SubsetKN,1.1612854783978106
189,3473,R2_2bb3271b_SubsetKN,1.1616406441173028
190,1842,R2_e87a92f5_SubsetKN,1.161844096449355
191,3310,R2_37714605_SubsetKN,1.16195231369907
192,3870,R2_d22d54ee_SubsetKN,1.1623087826633622
193,5567,R2_6072f57c_SubsetKN,1.1624143576480146
194,4858,R2_2b0b3fae_SubsetKN,1.1626316873250369
195,5570,R2_08ca95dc_SubsetKN,1.1638614521061696
196,2915,R2_3c9347f9_SubsetKN,1.1642130142667957
197,3390,R2_30469502_SubsetKN,1.1642382667336606
198,3841,R2_373fde92_SubsetKN,1.1644734810301953
199,3374,R2_b8cdb206_SubsetKN,1.1645980408249368
200,1844,R2_b49d778e_SubsetKN,1.164813119649864
201,1356,R2_575cda93_SubsetKN,1.1649011735726174
202,1358,R2_70bee5f3_SubsetKN,1.1649560224102609
203,1203,R2_2a22bb75_SubsetKN,1.1651947532333269
204,1365,R2_47e8473b_SubsetKN,1.1654334032615044
205,4041,R2_1bd38a5f_SubsetKN,1.1656110771635513
206,3866,R2_0b67ad77_SubsetKN,1.165849290387081
207,3482,R2_2c4e2305_SubsetKN,1.1663649747664522
208,1628,R2_383eda10_SubsetKN,1.1667925240206838
209,1212,R2_165bda8e_SubsetKN,1.166945313576931
210,3842,R2_8611b435_SubsetKN,1.1669758055998138
211,3464,R2_e706973d_SubsetKN,1.1675800584305875
212,2824,R2_823433c9_SubsetKN,1.1690948210005496
213,1359,R2_746fd579_SubsetKN,1.1697893270353326
214,1782,R2_d0437c0f_SubsetKN,1.1698024051486269
215,5003,R2_18352de3_SubsetKN,1.1698482066490343
216,1861,R2_806acf52_SubsetKN,1.1702081259872148
217,3366,R2_fc4fa20d_SubsetKN,1.170759232050482
218,726,R2_de79fc3d_SubsetKN,1.170895386068739
219,681,R2_0e9aa2df_SubsetKN,1.170911956535255
220,1764,R2_62e1647a_SubsetKN,1.1709597671664385
221,1142,R2_dca375f3_SubsetKN,1.1709757308229976
222,3380,R2_ce0cb310_SubsetKN,1.171006591347643
223,1355,R2_3c81c1a5_SubsetKN,1.1711007191031806
224,3373,R2_0176b7ba_SubsetKN,1.1714451123803675
225,1826,R2_cdb7ec20_SubsetKN,1.1716362740656863
226,1276,R2_e044f342_SubsetKN,1.1720641203265736
227,5508,R2_beab34a2_SubsetKN,1.1723776478312211
228,715,R2_044c6214_SubsetKN,1.1725735722718347
229,1287,R2_5d62117e_SubsetKN,1.1726247022991314
230,4850,R2_7e930607_SubsetKN,1.1732261075884511
231,2907,R2_99faf713_SubsetKN,1.1734110266605413
232,3544,R2_6bdbb112_SubsetKN,1.1734791648469831
233,3554,R2_a27003af_SubsetKN,1.1741621096720654
234,3321,R2_1fda3f21_SubsetKN,1.1744589427569896
235,5985,R2_aa0fcec4_SubsetKN,1.1745888232733765
236,3806,R2_2f166ab4_SubsetKN,1.1746680950963753
237,3140,R2_b46a635e_SubsetKN,1.1748041000373508
238,1211,R2_097742f9_SubsetKN,1.1754493240111743
239,6073,R2_9bedd036_SubsetKN,1.1756783819497696
240,1915,R2_dfaa3994_SubsetKN,1.1759827492021022
241,6074,R2_6239a097_SubsetKN,1.1767757936066348
242,2833,R2_f231f0ad_SubsetKN,1.1767968893833758
243,1176,R2_081f370e_SubsetKN,1.176839552633094
244,1780,R2_19970236_SubsetKN,1.1772530489592592
245,2906,R2_cd26e5cc_SubsetKN,1.1774675834238484
246,1184,R2_b90c817b_SubsetKN,1.1775393687898315
247,1673,R2_b97b34bb_SubsetKN,1.1777372122603156
248,1818,R2_336cc98d_SubsetKN,1.1778321155715392
249,3849,R2_616ef0a9_SubsetKN,1.1783235385021151
250,3545,R2_ee8052df_SubsetKN,1.1787880651577511
251,1348,R2_57e52daf_SubsetKN,1.1788067396224269
252,3311,R2_94f0b0d7_SubsetKN,1.17913672109519
253,692,R2_604a4d25_SubsetKN,1.1798839604141258
254,1620,R2_22f5fd54_SubsetKN,1.1799787600490643
255,1661,R2_cb6a8cd1_SubsetKN,1.1806997162748707
256,3301,R2_bd7f4fde_SubsetKN,1.1807624589230974
257,2904,R2_addd0117_SubsetKN,1.1809785420419914
258,5326,R2_e6aeb07a_SubsetKN,1.181209942635272
259,6137,R2_871a56fe_SubsetKN,1.1813002082427333
260,2903,R2_7d741705_SubsetKN,1.1816266653080638
261,3355,R2_f46f52f5_SubsetKN,1.1816571283144277
262,2663,R2_3c6a9f6c_SubsetKN,1.1818882358167704
263,3879,R2_8584ffe9_SubsetKN,1.1828205168406971
264,5101,R2_8bc689ed_SubsetKN,1.182928871419392
265,3357,R2_a4c5d5d4_SubsetKN,1.1829387858476155
266,1330,R2_e5f3dfec_SubsetKN,1.1831350690450069
267,484,R2_bc7819c9_SubsetKN,1.183540339341938
268,3867,R2_7efda8f9_SubsetKN,1.1839190676082614
269,1683,R2_283cf097_SubsetKN,1.1841746188053164
270,1179,R2_12d783cd_SubsetKN,1.1841818606341596
271,1445,R2_06ac2509_SubsetKN,1.1843948878019237
272,3950,R2_d2331155_SubsetKN,1.184417295592687
273,6062,R2_74ad12f3_SubsetKN,1.1846535555098436
274,6072,R2_c693e452_SubsetKN,1.1846814848249787
275,1934,R2_aa398c32_SubsetKN,1.1848260390434966
276,3150,R2_1fec1ff0_SubsetKN,1.1850361981321318
277,6047,R2_8a4d03f9_SubsetKN,1.1852946494596561
278,2879,R2_7de26527_SubsetKN,1.1863729985435711
279,1122,R2_0aab2164_SubsetKN,1.186415654596741
280,6048,R2_a8823d6f_SubsetKN,1.1864594016651222
281,1827,R2_34854171_SubsetKN,1.1873016224190693
282,638,R2_81df7d58_SubsetKN,1.1877379077422747
283,1375,R2_797e8361_SubsetKN,1.187802447668204
284,3886,R2_1a06a400_SubsetKN,1.1879622044217792
285,4849,R2_f3309603_SubsetKN,1.1880108219376346
286,4833,R2_23ad2676_SubsetKN,1.1881532904405692
287,1935,R2_7c0c5eae_SubsetKN,1.1882133179542684
288,5092,R2_0644b717_SubsetKN,1.1884227684252429
289,6064,R2_b3fc4e36_SubsetKN,1.1886113734097168
290,3312,R2_0a2ebde3_SubsetKN,1.1886443840065484
291,3552,R2_4ef0ddbd_SubsetKN,1.1888406209708418
292,1151,R2_204c8aa8_SubsetKN,1.1889794992234393
293,647,R2_f0d4ca70_SubsetKN,1.189130846895853
294,2673,R2_b17357d0_SubsetKN,1.1892124823206884
295,2880,R2_bc6996c8_SubsetKN,1.189486397915546
296,5580,R2_b206c762_SubsetKN,1.189576746669875
297,2654,R2_1cff62fc_SubsetKN,1.1900691084396278
298,2815,R2_77a5ecf9_SubsetKN,1.1902211900096458
299,3848,R2_6f659214_SubsetKN,1.1904369586687924
300,5058,R2_48962989_SubsetKN,1.1911975093376408
301,6046,R2_8c09726e_SubsetKN,1.1913046529139275
302,1458,R2_b5c56be3_SubsetKN,1.191835815926368
303,5586,R2_a52729a2_SubsetKN,1.1918974107971019
304,971,R2_2678e201_SubsetKN,1.192011132679975
305,5012,R2_fa346d0c_SubsetKN,1.192084773997005
306,690,R2_e59a7b8e_SubsetKN,1.1925998200215155
307,5021,R2_7d54cbe7_SubsetKN,1.1926285963893297
308,5976,R2_f6132e53_SubsetKN,1.1930563151669324
309,727,R2_5d3bb3ca_SubsetKN,1.1939059401811596
310,1859,R2_d5eb6df0_SubsetKN,1.1942288569217276
311,2894,R2_feea75fc_SubsetKN,1.1943130821677996
312,1817,R2_70dfc545_SubsetKN,1.1945644840542737
313,2832,R2_af3b0ddb_SubsetKN,1.1948469749923416
314,5577,R2_f09759a1_SubsetKN,1.195272275886913
315,1858,R2_ab61c48a_SubsetKN,1.1953286781183317
316,5506,R2_0309e80b_SubsetKN,1.1955191226252073
317,6155,R2_63a83b3f_SubsetKN,1.1957582876731951
318,5576,R2_3d6ff9b3_SubsetKN,1.1959050116250818
319,2816,R2_84efaaee_SubsetKN,1.196013405090294
320,1939,R2_aa60b7b2_SubsetKN,1.1960326762093878
321,5975,R2_d9d72097_SubsetKN,1.196071910561766
322,1331,R2_28649fce_SubsetKN,1.196198197895871
323,3786,R2_f8a2a65c_SubsetKN,1.1963523965502372
324,1637,R2_9af19e62_SubsetKN,1.1963633318789837
325,5081,R2_4cc35079_SubsetKN,1.1965173130299112
326,3318,R2_4f7abb57_SubsetKN,1.1966038952704805
327,5568,R2_2b3f6855_SubsetKN,1.196865428575117
328,1662,R2_2f474ba3_SubsetKN,1.196959635407024
329,2878,R2_b87d79a9_SubsetKN,1.19719580820363
330,1341,R2_1063bfbf_SubsetKN,1.1973956583362249
331,6071,R2_b8633c2e_SubsetKN,1.1974594930521842
332,1617,R2_15fda3c3_SubsetKN,1.197470466757988
333,719,R2_3928ba57_SubsetKN,1.1974864389344075
334,1210,R2_1207a935_SubsetKN,1.1977344861934782
335,1339,R2_5cebd463_SubsetKN,1.1980165350675072
336,1849,R2_639ffc66_SubsetKN,1.1980351644640053
337,3840,R2_36e2866c_SubsetKN,1.198202412532369
338,1686,R2_1b2fd046_SubsetKN,1.1983040938935707
339,6038,R2_fb9c3a65_SubsetKN,1.1984165705759424
340,1824,R2_dc53417f_SubsetKN,1.1985058383748401
341,5013,R2_4009528e_SubsetKN,1.1985562534073027
342,3858,R2_98f55aa4_SubsetKN,1.1986666357099396
343,3157,R2_00b5a62a_SubsetKN,1.1988608995215153
344,3543,R2_540fef27_SubsetKN,1.1989462992734765
345,5571,R2_de42bd35_SubsetKN,1.1999021634440195
346,6147,R2_1864e213_SubsetKN,1.2004435904033182
347,5560,R2_c5cd5301_SubsetKN,1.2004489357273196
348,1816,R2_1bda7825_SubsetKN,1.2004503936351458
349,3159,R2_0a6d7c15_SubsetKN,1.2004824301965922
350,2835,R2_12d34ee7_SubsetKN,1.2006573412469637
351,5983,R2_06577c8b_SubsetKN,1.2013044491529778
352,4014,R2_90793027_SubsetKN,1.201561097363435
353,5343,R2_419cf892_SubsetKN,1.2019096839878274
354,5093,R2_3b052f99_SubsetKN,1.2020476856794462
355,1608,R2_d929bd67_SubsetKN,1.2020798541916489
356,952,R2_e92b45d5_SubsetKN,1.2022352911020953
357,1833,R2_a148d650_SubsetKN,1.2023639220836095
358,3865,R2_758976ec_SubsetKN,1.2024354161220356
359,6012,R2_3ecb6501_SubsetKN,1.2027845254822078
360,1652,R2_ca6630fe_SubsetKN,1.202795400084826
361,2869,R2_228b3efa_SubsetKN,1.2028652835683138
362,2870,R2_b5a3c107_SubsetKN,1.2031730597794548
363,1374,R2_217f0721_SubsetKN,1.2031917339149496
364,4840,R2_3a92c38c_SubsetKN,1.2032498004245151
365,1133,R2_69e04e5f_SubsetKN,1.2034143713053829
366,2914,R2_d6f843ef_SubsetKN,1.2035553922878708
367,3156,R2_f64e0fe8_SubsetKN,1.2035620593397494
368,3397,R2_398044d4_SubsetKN,1.203938081619631
369,5585,R2_4d61d02d_SubsetKN,1.2042256475382254
370,4118,R2_05b7caa3_SubsetKN,1.204313046733323
371,3833,R2_86ea0d0c_SubsetKN,1.2043697134151916
372,485,R2_88c46bff_SubsetKN,1.2046026600148059
373,3825,R2_3e71d90f_SubsetKN,1.204828353456835
374,1160,R2_50d89a9f_SubsetKN,1.2048688387743454
375,6037,R2_8a926ce0_SubsetKN,1.2054791567660375
376,3363,R2_33dd3cb3_SubsetKN,1.2055733372757869
377,2871,R2_57ce78d7_SubsetKN,1.2058181996596455
378,5670,R2_bcc243eb_SubsetKN,1.2060869152966933
379,3147,R2_1cadbe76_SubsetKN,1.206107007647103
380,1376,R2_7c227051_SubsetKN,1.2064461895212761
381,1940,R2_8a24e05f_SubsetKN,1.2065672452759688
382,6029,R2_a5e39c26_SubsetKN,1.2067426184606076
383,953,R2_e033377f_SubsetKN,1.2070413553871466
384,1779,R2_20a3e6d7_SubsetKN,1.2072053368253846
385,5750,R2_095268a6_SubsetKN,1.2077343479468412
386,3933,R2_eb6fb90d_SubsetKN,1.2078590475350475
387,718,R2_83adf159_SubsetKN,1.207898456269822
388,5084,R2_7a0fa6ea_SubsetKN,1.209275959886472
389,3300,R2_69efd409_SubsetKN,1.2093088401301255
390,3398,R2_8dc37e3b_SubsetKN,1.2096771945346307
391,1296,R2_caa100a9_SubsetKN,1.2096879087101096
392,6053,R2_d45d3854_SubsetKN,1.2097639880904756
393,6233,R2_1464729a_SubsetKN,1.2098276556726655
394,4023,R2_33dba483_SubsetKN,1.2100328975486911
395,3643,R2_6130354a_SubsetKN,1.2104022233572616
396,5575,R2_f8698baf_SubsetKN,1.2105150037175
397,6028,R2_dd664972_SubsetKN,1.2108527821559676
398,1898,R2_84332ac8_SubsetKN,1.210946850279588
399,3372,R2_5127849a_SubsetKN,1.2110368483569172
400,1921,R2_4d8e4431_SubsetKN,1.2110939422736609
401,1834,R2_0b19b2e3_SubsetKN,1.2110979418038887
402,5578,R2_95afbad6_SubsetKN,1.2111896705525713
403,4040,R2_1469903f_SubsetKN,1.2116408598694415
404,5552,R2_f4545df0_SubsetKN,1.2118423038026649
405,5542,R2_332ff3b0_SubsetKN,1.2120262079675568
406,1903,R2_8be57284_SubsetKN,1.2122240729138483
407,5099,R2_33ad6c81_SubsetKN,1.2127743992585795
408,4046,R2_ed14115f_SubsetKN,1.213029637033578
409,4860,R2_3583859c_SubsetKN,1.2133388065305561
410,1159,R2_5c1b1f5a_SubsetKN,1.21334199360864
411,6236,R2_7e7acb69_SubsetKN,1.2138850097423275
412,1166,R2_e7522685_SubsetKN,1.2139378785858543
413,3631,R2_f1fd6e9f_SubsetKN,1.2139738005969916
414,6227,R2_76d6199e_SubsetKN,1.213997067300736
415,1835,R2_5e3f3c60_SubsetKN,1.2140138519332115
416,2014,R2_96a63ec7_SubsetKN,1.2141278790060535
417,4048,R2_387d4b3d_SubsetKN,1.214170074828825
418,1363,R2_c1390933_SubsetKN,1.214225436809097
419,4848,R2_d00724ee_SubsetKN,1.2143403208185772
420,725,R2_b2b28ff4_SubsetKN,1.2143476367650745
421,3562,R2_6a922da8_SubsetKN,1.2145810327371798
422,1896,R2_95ce90f6_SubsetKN,1.214749837474893
423,6219,R2_85a576ae_SubsetKN,1.2147612990785661
424,3354,R2_e14c4933_SubsetKN,1.2148776717412761
425,1259,R2_937fb2c2_SubsetKN,1.2149196817966867
426,4093,R2_e4214b05_SubsetKN,1.214954006801821
427,1815,R2_61d6db6c_SubsetKN,1.215058496997403
428,6234,R2_01ad28a9_SubsetKN,1.215107616444859
429,1941,R2_4b2b8c6e_SubsetKN,1.2151177534864968
430,5561,R2_7e7a5a74_SubsetKN,1.2152091749856333
431,1647,R2_873a2b0d_SubsetKN,1.215315911714497
432,4049,R2_ec64186c_SubsetKN,1.2154791851299627
433,5741,R2_f65155b6_SubsetKN,1.2160946891180187
434,665,R2_32ebe8ca_SubsetKN,1.2161912312121075
435,629,R2_c45e7e18_SubsetKN,1.216224447579529
436,5958,R2_38e53d04_SubsetKN,1.2163519336796718
437,3882,R2_235fa7e6_SubsetKN,1.2163762798249718
438,4039,R2_f1861b43_SubsetKN,1.2165530734655186
439,6002,R2_1eccda2d_SubsetKN,1.2166110390355063
440,2808,R2_4ab246fd_SubsetKN,1.2166674621227496
441,3761,R2_14146b3f_SubsetKN,1.217110675356957
442,5544,R2_300ffa30_SubsetKN,1.2174335120422746
443,5553,R2_20cf50d1_SubsetKN,1.2174410374075266
444,3874,R2_b97fe461_SubsetKN,1.2175472360402335
445,4091,R2_eb42693d_SubsetKN,1.2177929637797456
446,1899,R2_c35f6882_SubsetKN,1.2181228286964516
447,4100,R2_d07cc62d_SubsetKN,1.218402931327864
448,5739,R2_f9c986d5_SubsetKN,1.2185326215867156
449,3388,R2_f219bc2d_SubsetKN,1.2185782200715254
450,5091,R2_88a46df1_SubsetKN,1.2190164522630813
451,3608,R2_b47356cd_SubsetKN,1.2195326845776533
452,5472,R2_ac7bfbd7_SubsetKN,1.2197214566168861
453,1456,R2_dd6d5e27_SubsetKN,1.2199638160524624
454,4032,R2_3177b118_SubsetKN,1.2199896284861056
455,2005,R2_d554c5e5_SubsetKN,1.2202022084486535
456,1347,R2_9fe6d8f9_SubsetKN,1.220237533316878
457,2021,R2_fcc68432_SubsetKN,1.220257938769724
458,5499,R2_dfa20e0e_SubsetKN,1.2205747205827964
459,700,R2_a8be8b91_SubsetKN,1.220579229429351
460,2637,R2_0f919fff_SubsetKN,1.2208248821251626
461,1906,R2_fa7d7f18_SubsetKN,1.2208877774264209
462,1755,R2_daf12d13_SubsetKN,1.2209875339742222
