replication,seed,warmup_weeks,elapsed_week,measured_weeks,scheduled_count,completed_count,unscheduled_count,unscheduled_count_total,Z1_wait_time,Z2_overtime,Z3_congestion,H_raw,H_analysis,used_for_analysis
3,125,8,9,4,42,42,22,28,33342.033889523766,3.2049235510571332,3.0,1.0525551026786744,1.0525551026786744,True
3,125,9,10,4,30,30,43,47,74293.30477325302,3.780567507499412,3.0,1.7080005311543134,1.7080005311543134,True
3,125,10,11,4,7,7,46,61,113919.51588745303,4.128785677180046,3.0,2.32553374535674,2.32553374535674,True
3,125,11,12,4,28,28,25,38,56046.812708890015,3.4431981496381314,3.0,1.4094858029961996,1.4094858029961996,True
3,125,12,13,4,13,13,36,50,92007.8884939929,2.510242892293051,5.0,2.0699844387345285,2.0699844387345285,True
3,125,13,14,4,10,10,42,49,100213.99595582526,2.7516792599052375,4.0,2.1114140425160093,2.1114140425160093,True
3,125,14,15,4,17,17,33,40,85325.10744590164,2.7390158253576375,4.0,1.888840126830719,1.888840126830719,True
3,125,15,16,4,23,23,32,35,108333.41877851935,2.5964403494373984,3.0,2.119819674063911,2.119819674063911,True
3,125,16,17,4,9,9,32,39,90229.6908611397,3.9017119350320475,4.0,2.054840687855238,2.054840687855238,True
3,125,17,18,4,18,18,24,32,172728.47415867535,4.046304361963606,4.0,3.2940685477469,3.2940685477469,True
3,125,18,19,4,18,18,24,32,137432.5349394118,3.252551072720841,4.0,2.705331093844628,2.705331093844628,True
3,125,19,20,4,15,15,19,25,101630.97717238718,3.0043784667615303,4.0,2.1527160090728743,2.1527160090728743,True
3,125,20,21,4,23,23,20,24,155137.4186267506,3.978643016594894,5.0,3.126883980416142,3.126883980416142,True
3,125,21,22,4,25,25,23,28,93115.81522142643,3.5330549760281427,4.0,2.068296410305859,2.068296410305859,True
3,125,22,23,4,25,25,27,32,61828.35332578514,3.172614008823075,4.0,1.5738739023395536,1.5738739023395536,True
3,125,23,24,4,36,36,20,25,26341.483596879774,4.878157847870292,4.0,1.1822389908784294,1.1822389908784294,True
3,125,24,25,4,33,33,18,27,118378.74739370056,5.1105129965234175,4.0,2.5704295426043218,2.5704295426043218,True
3,125,25,26,4,28,28,32,36,91724.22379828294,4.941387552247761,5.0,2.2602548107018885,2.2602548107018885,True
3,125,26,27,4,26,26,28,33,71589.54703887332,2.899181564471655,3.0,1.597255165617157,1.597255165617157,True
3,125,27,28,4,29,29,25,32,93527.37617375422,3.353715925872287,4.0,2.0600737052268396,2.0600737052268396,True
3,125,28,29,4,24,24,30,35,61098.21040095052,2.5498847382089784,4.0,1.5131903385946726,1.5131903385946726,True
3,125,29,30,4,19,19,29,34,150428.19003090487,4.806632499408442,4.0,3.0230453325554265,3.0230453325554265,True
3,125,30,31,4,30,30,25,29,44910.784341411665,4.9322640450909,4.0,1.4628963667830406,1.4628963667830406,True
3,125,31,32,4,27,27,21,28,59691.93984375213,4.313069768977584,4.0,1.6333184958597564,1.6333184958597564,True
3,125,32,33,4,25,25,21,27,76260.6145316585,3.512200858521586,4.0,1.8158066420695023,1.8158066420695023,True
3,125,33,34,4,31,31,19,22,42989.26474929864,2.7522578924586316,5.0,1.3599018330231585,1.3599018330231585,True
3,125,34,35,4,37,37,16,22,32227.43689718318,3.6025079536142584,5.0,1.2677755901162713,1.2677755901162713,True
3,125,35,36,4,29,29,28,33,59959.649312477224,2.84175826571712,4.0,1.5195973474549476,1.5195973474549476,True
3,125,36,37,4,28,28,23,27,64651.36649705663,3.0504048459168795,4.0,1.6061062938795505,1.6061062938795505,True
3,125,37,38,4,26,26,17,21,64471.090131440535,2.2810561382376666,4.0,1.5418757132530687,1.5418757132530687,True
3,125,38,39,4,24,24,18,21,37299.410112567704,3.9437045942109155,5.0,1.370547113259607,1.370547113259607,True
3,125,39,40,4,20,20,18,28,51363.28046497884,2.723375461233809,5.0,1.4822045676275564,1.4822045676275564,True
3,125,40,41,4,32,32,35,39,123546.43349952828,2.7242622488757964,4.0,2.456429573653044,2.456429573653044,True
3,125,41,42,4,38,38,30,31,66000.45026387845,4.2341779840433444,5.0,1.8208837962216589,1.8208837962216589,True
3,125,42,43,4,22,22,27,32,81674.60124781592,4.21453180409153,5.0,2.052558396229345,2.052558396229345,True
3,125,43,44,4,20,20,20,27,73274.93034322541,4.6110778013569265,5.0,1.9592869732636942,1.9592869732636942,True
3,125,44,45,4,20,20,26,37,219796.49336158435,2.4202072932346104,5.0,3.964397734672821,3.964397734672821,True
3,125,45,46,4,20,20,28,32,116086.50413988368,3.0747916405297775,4.0,2.373461071419223,2.373461071419223,True
3,125,46,47,4,25,25,26,29,109792.75680601389,2.1728048796328947,5.0,2.3076451761744097,2.3076451761744097,True
3,125,47,48,4,26,26,23,27,22926.905417234422,4.021455835926705,5.0,1.162890654630601,1.162890654630601,True
3,125,48,49,4,25,25,18,26,46578.42988811387,2.543487019077778,4.0,1.2966103586707738,1.2966103586707738,True
3,125,49,50,4,27,27,23,31,138236.93218799762,4.492891369414671,5.0,2.9165285147317093,2.9165285147317093,True
4,126,0,1,4,45,45,29,29,7114.3282860094205,1.956043335072504,3.0,0.5623514472523692,0.5623514472523692,True
4,126,1,2,4,37,37,30,34,73048.94583293694,3.461628412458087,3.0,1.6639681574153513,1.6639681574153513,True
4,126,2,3,4,47,47,25,25,63175.96744971959,4.8068319050099335,4.0,1.7246651156406694,1.7246651156406694,True
4,126,3,4,4,35,35,24,29,78830.40940458071,3.6115152829400357,4.0,1.8619927911557492,1.8619927911557492,True
4,126,4,5,4,34,34,26,30,106953.67590402353,5.362730552720738,4.0,2.4205910023132473,2.4205910023132473,True
4,126,5,6,4,37,37,22,28,54146.490619119904,3.2001998027950322,3.0,1.3617673327224107,1.3617673327224107,True
4,126,6,7,4,40,40,40,51,75484.46350125092,2.2883917828512796,5.0,1.8063520494919554,1.8063520494919554,True
4,126,7,8,4,24,24,31,35,94965.51700388291,3.3365476518554713,3.0,1.9801011485157434,1.9801011485157434,True
4,126,8,9,4,24,24,31,42,79346.92917378708,4.597317652267399,3.0,1.8485432867913187,1.8485432867913187,True
4,126,9,10,4,23,23,42,48,154941.5894361586,3.1104981714435174,4.0,2.9545182679440316,2.9545182679440316,True
4,126,10,11,4,12,12,42,51,165370.7860688968,5.871514042882518,4.0,3.330595916122518,3.330595916122518,True
4,126,11,12,4,18,18,48,56,117742.09046901473,4.942142982576237,4.0,2.5474858801092943,2.5474858801092943,True
4,126,12,13,4,29,29,37,47,134221.45006035295,2.1533944121819633,3.0,2.4696145598250467,2.4696145598250467,True
4,126,13,14,4,15,15,50,58,89738.83731312594,3.3061586645777425,3.0,1.8998920579448795,1.8998920579448795,True
4,126,14,15,4,26,26,33,42,84060.05474183377,3.5037818956889777,4.0,1.9311962234085969,1.9311962234085969,True
4,126,15,16,4,18,18,36,43,119013.79543912444,2.71469891847931,3.0,2.2882145360843635,2.2882145360843635,True
4,126,16,17,4,16,16,43,52,139522.0161138844,2.931754357753501,4.0,2.7107608265054646,2.7107608265054646,True
4,126,17,18,4,13,13,38,48,142271.4407317597,3.049313762736468,4.0,2.761079635717722,2.761079635717722,True
4,126,18,19,4,21,21,38,52,78568.16171524594,2.21609182146567,4.0,1.7464564188607943,1.7464564188607943,True
4,126,19,20,4,12,12,38,51,113879.28069732293,3.1029730379460188,4.0,2.3428699962696538,2.3428699962696538,True
4,126,20,21,4,11,11,45,51,119216.16924425735,3.2052264642343897,4.0,2.4304682547021046,2.4304682547021046,True
4,126,21,22,4,16,16,44,57,303408.38010250457,3.3916826335868486,4.0,5.186340266974218,5.186340266974218,True
4,126,22,23,4,8,8,38,62,156673.13639292496,3.456975580999036,4.0,3.0080035285174964,3.0080035285174964,True
4,126,23,24,4,7,7,32,40,171197.4878286335,3.0916774280443255,5.0,3.2949158583601155,3.2949158583601155,True
4,126,24,25,4,7,7,33,54,133523.26268786224,4.484093703334535,5.0,2.845680810074237,2.845680810074237,True
4,126,25,26,4,9,9,30,45,87966.81659639125,3.47628022351261,5.0,2.0871324267558786,2.0871324267558786,True
4,126,26,27,4,10,10,38,42,91444.66228707317,3.867926698108689,4.0,2.070217800834903,2.070217800834903,True
4,126,27,28,4,11,11,33,50,91613.95285956416,3.6579718867205275,4.0,2.0559406208716324,2.0559406208716324,True
4,126,28,29,4,13,13,30,38,103286.1514854361,2.4851937860480877,4.0,2.1358118047504555,2.1358118047504555,True
4,126,29,30,4,10,10,70,77,156960.24229392584,3.5799500176569077,4.0,3.0221138926912103,3.0221138926912103,True
4,126,30,31,4,27,27,54,59,115175.86003783318,3.5197421949575074,4.0,2.3955058642548326,2.3955058642548326,True
4,126,31,32,4,25,25,57,66,125433.49033192667,2.491256176542811,4.0,2.4658702907294763,2.4658702907294763,True
4,126,32,33,4,26,26,51,61,129512.40659729703,3.5677282980580154,4.0,2.612686219161561,2.612686219161561,True
4,126,33,34,4,6,6,53,82,120813.03493708358,3.083760228747269,4.0,2.4445138381968583,2.4445138381968583,True
4,126,34,35,4,6,6,66,97,146881.63453750827,3.65753611078156,4.0,2.878341498051636,2.878341498051636,True
4,126,35,36,4,9,9,64,101,115503.31832661868,2.995437778379225,4.0,2.358434402130735,2.358434402130735,True
4,126,36,37,4,5,5,68,105,143864.3615490845,2.7737753304604365,4.0,2.7627407399648782,2.7627407399648782,True
4,126,37,38,4,12,12,61,78,120516.63199912949,3.9635160710786295,4.0,2.5104835475780978,2.5104835475780978,True
4,126,38,39,4,8,8,61,89,112445.03968065741,4.590867869880215,4.0,2.4405587105525806,2.4405587105525806,True
4,126,39,40,4,6,6,66,98,213236.5446112434,3.8645422464437917,5.0,3.9823262459542446,3.9823262459542446,True
4,126,40,41,4,7,7,59,95,115530.12624431965,3.0330179204827195,5.0,2.461839740845755,2.461839740845755,True
4,126,41,42,4,6,6,39,104,155130.09177650913,3.857055588361012,4.0,3.017047955647886,3.017047955647886,True
4,126,42,43,4,7,7,26,91,39840.037963232935,3.5758334721433735,5.0,1.3789243855576743,1.3789243855576743,True
4,126,43,44,4,3,3,25,84,109268.95498187709,2.940944777395877,4.0,2.2613016979934124,2.2613016979934124,True
4,126,44,45,4,3,3,39,100,119601.89018498898,2.159578616109502,4.0,2.352556321803477,2.352556321803477,True
4,126,45,46,4,4,4,44,96,122246.17441954064,3.982641788925442,4.0,2.5377508434048184,2.5377508434048184,True
4,126,46,47,4,3,3,42,94,119409.8469173526,1.9613902937242529,5.0,2.433843469291878,2.433843469291878,True
4,126,47,48,4,6,6,31,78,78963.82982674951,3.256974156641809,4.0,1.8356149240008315,1.8356149240008315,True
4,126,48,49,4,7,7,26,84,156922.88085995693,2.7657208081967837,4.0,2.9564195822146258,2.9564195822146258,True
4,126,49,50,4,11,11,28,72,93640.41365244829,2.802985778035266,4.0,2.0176973987375875,2.0176973987375875,True
5,127,0,1,4,34,34,10,10,24765.446006283815,1.810842662576522,2.0,0.7134008357186785,0.7134008357186785,True
5,127,1,2,4,29,29,25,25,72382.79839856055,2.181752866088012,2.0,1.451665205456097,1.451665205456097,True
5,127,2,3,4,35,35,22,25,30465.356893862707,3.5387395282125453,2.0,0.9364526874632939,0.9364526874632939,True
5,127,3,4,4,35,35,19,21,64939.972959740335,2.910152109053676,3.0,1.4991808139585252,1.4991808139585252,True
5,127,4,5,4,42,42,19,23,37967.964253299826,3.049791175158801,3.0,1.108982762067761,1.108982762067761,True
5,127,5,6,4,28,28,6,10,28591.258235680994,2.993380167954395,4.0,1.064935565753033,1.064935565753033,True
5,127,6,7,4,33,33,30,35,38714.8372308606,2.876908893355661,3.0,1.1062663607372119,1.1062663607372119,True
5,127,7,8,4,38,38,30,34,53670.3392120597,4.088117685790712,4.0,1.5257151769474788,1.5257151769474788,True
5,127,8,9,4,35,35,18,25,57411.56806739164,2.5769286760978503,3.0,1.3604931046144897,1.3604931046144897,True
5,127,9,10,4,31,31,19,25,59192.12017503946,3.159101897456397,4.0,1.5335632734488844,1.5335632734488844,True
5,127,10,11,4,28,28,7,12,36640.00418729066,4.074269503703605,4.0,1.2711797178452566,1.2711797178452566,True
5,127,11,12,4,23,23,13,16,41013.7456913021,3.2370580067697423,4.0,1.269288237138337,1.269288237138337,True
5,127,12,13,4,26,26,7,9,13894.639316989214,3.2993474292406972,3.0,0.7707132603658811,0.7707132603658811,True
5,127,13,14,4,28,28,15,19,60198.24887933664,2.7380574365444774,4.0,1.5148518699136866,1.5148518699136866,True
5,127,14,15,4,30,30,11,13,28645.434926921935,3.5086471210997843,4.0,1.1069631227671781,1.1069631227671781,True
5,127,15,16,4,36,36,20,23,76582.37899512069,3.362886903881857,5.0,1.9086496873569871,1.9086496873569871,True
5,127,16,17,4,35,35,21,23,49517.82293894272,2.0325058896178234,5.0,1.399472836332264,1.399472836332264,True
5,127,17,18,4,41,41,10,16,24943.1512142649,3.3088921705092313,5.0,1.135889219091109,1.135889219091109,True
5,127,18,19,4,32,32,17,23,42051.303404122846,5.170384132118367,5.0,1.5393941740832022,1.5393941740832022,True
5,127,19,20,4,27,27,33,35,46755.26467756121,3.412568567194588,3.0,1.2687683526011804,1.2687683526011804,True
5,127,20,21,4,42,42,55,58,63014.50479885962,2.371136789265923,4.0,1.527406788362399,1.527406788362399,True
5,127,21,22,4,40,40,65,70,83777.90720148815,4.20605359648968,5.0,2.083179335360367,2.083179335360367,True
5,127,22,23,4,28,28,77,81,99255.64733122509,2.265793652839784,4.0,2.0582820537037465,2.0582820537037465,True
5,127,23,24,4,22,22,81,85,89872.40950253057,2.5701076222764336,5.0,2.0429956559507243,2.0429956559507243,True
5,127,24,25,4,12,12,62,76,126113.18412330946,2.646755439493063,4.0,2.4884247227086926,2.4884247227086926,True
5,127,25,26,4,9,9,54,89,183395.2052794988,4.475963457304291,4.0,3.487172393243551,3.487172393243551,True
5,127,26,27,4,7,7,38,82,97127.97325504136,2.690623242594059,4.0,2.0606066042742115,2.0606066042742115,True
5,127,27,28,4,10,10,55,92,125925.27852285073,4.655817624396635,4.0,2.6463534832084377,2.6463534832084377,True
5,127,28,29,4,12,12,54,94,128049.26590436394,5.776958148704095,5.0,2.8676516802350767,2.8676516802350767,True
5,127,29,30,4,9,9,51,93,126255.67027590093,4.038190586359269,5.0,2.7018598641096485,2.7018598641096485,True
5,127,30,31,4,10,10,40,89,75498.44224348596,2.9399536467183984,5.0,1.8586850155988701,1.8586850155988701,True
5,127,31,32,4,13,13,28,84,52110.79656779471,5.462594350477108,4.0,1.6124658302970185,1.6124658302970185,True
5,127,32,33,4,9,9,46,94,113404.63308046704,3.2827888576878954,3.0,2.250192053264839,2.250192053264839,True
