policy_name,replication,timetable,num_weeks,warmup_weeks,total_sim_weeks,scheduled_count,completed_count,unscheduled_count,unscheduled_count_total,mean_prep_duration,mean_booking_wait,mean_lateness,mean_procedure_duration,Z1_wait_time,Z2_overtime,Z3_congestion,H,total_overtime_min,lunch_overtime_min,after_hours_overtime_min
R1_840a3320_SAA2,73,R1_placeholder,180,20,200,2590,2590,22,22,10508.366742338263,19230.647479393865,54.835074792951986,78.15124556616958,13.956364252083349,4.898837007229039,3.0,0.9909719088372521,52907.43967807363,26028.98714107726,26878.452536996367
R1_840a3320_SAA2,74,R1_placeholder,180,20,200,2370,2370,15,15,10467.806432891055,6838.6968918178845,55.326926518988145,78.82788091268718,5.29863485526166,4.4427091375039565,4.0,0.8689589064702092,47981.25868504273,22387.20084489591,25594.057840146823
R1_840a3320_SAA2,75,R1_placeholder,180,20,200,2228,2228,10,10,11644.364116251862,4104.317997539245,55.49708459253675,76.77229468890648,3.3852480539068033,3.937213772152431,3.0,0.6875181314987688,42521.90873924625,20981.37494687736,21540.533792368893
R1_840a3320_SAA2,76,R1_placeholder,180,20,200,2511,2511,28,28,10870.700646825579,9740.65665125824,54.36557439199207,77.47962751429492,8.097564326555212,4.562816070770097,3.0,0.838544521230648,49278.413564317045,24977.269352364558,24301.144211952487
R1_840a3320_SAA2,77,R1_placeholder,180,20,200,2550,2550,20,20,10288.66760745435,12031.90426347674,55.06488031247922,79.04952980673582,9.347177095654724,4.782187836750805,4.0,0.9828716789898085,51647.62863690869,25132.79938976039,26514.8292471483
R1_840a3320_SAA2,78,R1_placeholder,180,20,200,2498,2498,27,27,10463.735089682452,12390.89734472319,56.20047269382826,79.75060747282969,9.646429326643213,4.751752806856705,3.0,0.8868494244051768,51318.93031405241,24825.735359708022,26493.19495434439
R1_840a3320_SAA2,79,R1_placeholder,180,20,200,2494,2494,21,21,10405.891942100348,10910.038636456853,57.28791873255543,78.93897561540813,8.175877979739541,4.853172991251318,3.0,0.8634512245802386,52414.26830551424,25259.685505101166,27154.582800413074
R1_840a3320_SAA2,80,R1_placeholder,180,20,200,2503,2503,17,17,11564.890535319855,8630.60726518196,55.41473602499941,76.94356916859563,6.72781174272008,4.567436043800017,3.0,0.8095622779908602,49328.309273040184,24320.319348047866,25007.98992499232
R1_840a3320_SAA2,81,R1_placeholder,180,20,200,2557,2557,19,19,11648.54821867167,14269.415934019673,55.728930756208264,77.78447686464989,10.416628808488486,4.833395337391717,3.0,0.9098851014589477,52200.66964383054,24457.68755234711,27742.982091483427
R1_840a3320_SAA2,82,R1_placeholder,180,20,200,2422,2422,28,28,11860.172547704698,8237.19150435803,55.68541427293519,79.0436363929983,7.390456518368757,4.562486499541593,3.0,0.8233658453569437,49274.85419504921,23959.302843327663,25315.551351721544
R1_840a3320_SAA2,83,R1_placeholder,180,20,200,2589,2589,51,51,11354.450850776406,17560.17929754051,55.33508594569708,78.73453101587621,14.255017180673425,4.8565938465673115,4.0,1.0939921615969581,52451.21354292697,26010.483665396605,26440.729877530364
R1_840a3320_SAA2,84,R1_placeholder,180,20,200,2443,2443,20,20,11887.318065586036,6658.092630190082,55.80384834435656,78.11302530585866,5.794043127375026,4.388432252528561,3.0,0.775232647217464,47395.06832730846,23413.819123192923,23981.249204115535
R1_840a3320_SAA2,85,R1_placeholder,180,20,200,2400,2400,18,18,11586.72621255731,7143.542081736146,56.27440883587243,76.47339713395485,5.6134247493955005,4.190466221155956,3.0,0.7555249708938087,45257.035188484326,23519.579742820468,21737.455445663858
R1_840a3320_SAA2,86,R1_placeholder,180,20,200,2389,2389,38,38,11320.669111004887,10005.596177352194,57.366282644858764,78.43926252066231,11.069785922851962,4.5512349904713405,3.0,0.901308497584535,49153.337897090474,23231.80771493065,25921.530182159826
R1_840a3320_SAA2,87,R1_placeholder,180,20,200,2595,2595,70,70,11715.938718325446,18396.47768102835,54.714765063393926,77.8745458926357,19.69847936833249,4.844683062841388,4.0,1.2096849172058644,52322.577078687,24800.6802034789,27521.8968752081
R1_840a3320_SAA2,88,R1_placeholder,180,20,200,2455,2455,12,12,11262.15139622001,10460.85406073888,55.125407251657094,79.3820055393095,7.732115118662077,4.593819771574019,3.0,0.8331937628401089,49613.2535329994,24245.26445632748,25367.989076671918
R1_840a3320_SAA2,89,R1_placeholder,180,20,200,2401,2401,23,23,11126.575827952509,11027.688532994362,55.66129056261078,78.50476428370698,8.257732384866587,4.431233728709854,3.0,0.8314501065439296,47857.32427006643,23425.846345510305,24431.477924556122
R1_840a3320_SAA2,90,R1_placeholder,180,20,200,2589,2589,14,14,11294.222098840804,12776.710328784407,55.97771027191687,77.224669262221,9.317505953773598,4.6416758103067375,3.0,0.8709949066911161,50130.09875131276,25318.28820974016,24811.810541572602
R1_840a3320_SAA2,91,R1_placeholder,180,20,200,2388,2388,19,19,11240.177999983045,5763.041797824284,56.1877304558836,76.9532935364418,4.992458230393307,4.341122092628345,3.0,0.7542710152044101,46884.11860038614,22325.552045314107,24558.56655507203
R1_840a3320_SAA2,92,R1_placeholder,180,20,200,2522,2522,88,88,11125.383640160315,17409.533468954724,56.99048629193126,77.1706278148893,15.644435582231566,4.62355241352637,4.0,1.1051220984156431,49934.366066084796,24660.30934444579,25274.056721639005
R1_840a3320_SAA2,93,R1_placeholder,180,20,200,2609,2609,22,22,11425.790934593628,29015.09566338153,55.26734082436704,78.38496788446197,20.673065318947856,4.731741313672443,3.0,1.1215335619283924,51102.80618766238,25595.375676606316,25507.430511056067
R1_840a3320_SAA2,94,R1_placeholder,180,20,200,2388,2388,19,19,12021.611592610365,7842.438787915076,55.76304019103532,80.45552692900559,6.227360165886717,4.409920074647741,3.0,0.7862370380979633,47627.1368061956,23080.567635723535,24546.569170472067
R1_840a3320_SAA2,95,R1_placeholder,180,20,200,2431,2431,36,36,11509.236177381757,6815.887018771115,55.03120864874613,78.29844072078792,5.8389234277746835,4.373853011725018,4.0,0.8750280286760304,47237.6125266302,23571.623042886145,23665.98948374405
R1_840a3320_SAA2,96,R1_placeholder,180,20,200,2402,2402,48,48,10882.350724423983,6903.736990635907,55.063984256731,80.60305784439181,6.5920481522552175,4.478245037917102,3.0,0.7995177777245515,48365.04640950469,22979.064724884403,25385.98168462029
R1_840a3320_SAA2,97,R1_placeholder,180,20,200,2429,2429,16,16,11617.995719936043,5545.174720520925,55.662522328316754,77.37966894568923,4.537812454466172,4.492720831167419,3.0,0.756656504803383,48521.384976608126,23031.093081303436,25490.29189530469
R1_840a3320_SAA2,98,R1_placeholder,180,20,200,2648,2648,24,24,10286.465333932718,17001.196929603186,54.79436975199995,77.18748691228362,12.540671749437136,4.641262637741187,3.0,0.9400296913643764,50125.63648760482,26020.043475258222,24105.593012346595
R1_840a3320_SAA2,99,R1_placeholder,180,20,200,2558,2558,15,15,12196.135203056214,17281.698695943116,55.901510962705096,79.24428415903883,12.609953803441817,4.79810712330748,3.0,0.9540618656526374,51819.556931720785,25717.98673983608,26101.570191884704
R1_840a3320_SAA2,100,R1_placeholder,180,20,200,2301,2301,43,43,11530.666243503569,6664.299811765732,56.15038151598001,78.79712195709122,9.790544499899596,4.375991075428365,3.0,0.8598766681749749,47260.70361462634,21978.22728649428,25282.476328132063
R2_7652d98c_SAA2,1,R2_placeholder,180,20,200,2438,2438,8,8,11819.685547895566,4650.561798165994,53.846986370773266,79.6853942051685,3.588367394849531,6.261532524357841,3.0,0.8778161889811172,67624.55126306467,19868.203768073203,47756.34749499147
R2_7652d98c_SAA2,2,R2_placeholder,180,20,200,2556,2556,8,8,11553.2368915359,7028.321174783003,56.54033115361921,78.15133058529815,5.320549161716824,6.648722664457864,3.0,0.945909580907704,71806.20477614494,20891.54171133178,50914.663064813154
R2_7652d98c_SAA2,3,R2_placeholder,180,20,200,2535,2535,15,15,10726.912600378599,6938.524169360554,55.19730606893171,77.166673448695,5.529158162697756,6.3051751679144,3.0,0.9228959740623897,68095.89181347552,20686.015121757257,47409.876691718266
R2_7652d98c_SAA2,4,R2_placeholder,180,20,200,2470,2470,19,19,11809.647206721087,5906.894730796575,53.60986062018483,76.56323165938058,5.057158945229497,5.9181659321821005,3.0,0.8818209662580573,63916.19206756668,20424.053374024574,43492.1386935421
R2_7652d98c_SAA2,5,R2_placeholder,180,20,200,2360,2360,29,29,11995.071416346454,4622.106466473692,55.94854813078505,78.85134361274693,4.836792820643438,5.857883020222423,3.0,0.8722762020601533,63265.136618402175,19154.66186274364,44110.474755658535
R2_7652d98c_SAA2,6,R2_placeholder,180,20,200,2576,2576,20,20,12056.362754751912,8813.975557786182,57.0350446061196,78.4276977203589,6.846817165128057,6.6846640881828785,3.0,0.9814906377359458,72194.37215237509,20789.653066119936,51404.71908625515
R2_7652d98c_SAA2,7,R2_placeholder,180,20,200,2485,2485,15,15,11770.347974671013,6575.306993129019,54.127476895831066,78.57646378463443,4.979834403265735,6.231501668596511,3.0,0.9052308707005581,67300.21802084232,20832.043037727097,46468.17498311523
R2_7652d98c_SAA2,8,R2_placeholder,180,20,200,2433,2433,26,26,11302.793658757011,6477.576807148457,56.069499860211884,78.05289438423362,5.559614115723672,6.186007621251173,3.0,0.9140151978941726,66808.88230951267,20192.601921142574,46616.2803883701
R2_7652d98c_SAA2,9,R2_placeholder,180,20,200,2524,2524,14,14,11236.427434122163,6152.596714891945,56.37979063519948,78.01381193083941,4.718267820830083,6.404242808726989,4.0,1.0134451637159467,69165.82233425148,19641.788490385574,49524.03384386591
R2_7652d98c_SAA2,10,R2_placeholder,180,20,200,2636,2636,39,39,11382.306102362094,10319.062984638154,54.229857393359836,79.09881732023811,8.476626903631614,6.986955979595624,3.0,1.0405984834454702,75459.12457963274,21371.993497869,54087.13108176374
R2_7652d98c_SAA2,11,R2_placeholder,180,20,200,2364,2364,22,22,11351.39664528166,4835.060114973866,56.677937110843985,78.15478305264104,4.2644569368649785,5.923672949766871,4.0,0.9652750560570279,63975.667857482214,20251.217196580954,43724.45066090126
R2_7652d98c_SAA2,12,R2_placeholder,180,20,200,2533,2533,16,16,11968.933135016963,7785.159616765016,55.234067346169944,76.6700126927761,6.184599599188607,6.297645672227685,3.0,0.9363387880465421,68014.573260059,20953.60496983648,47060.96829022252
R2_7652d98c_SAA2,13,R2_placeholder,180,20,200,2434,2434,16,16,11193.285246309782,4164.060515418876,56.143317158626374,79.03577849245984,3.3880960143032968,6.157077445412247,3.0,0.8651682530823361,66496.43641045227,20205.333247185423,46291.103163266846
R2_7652d98c_SAA2,14,R2_placeholder,180,20,200,2499,2499,22,22,10976.682995758707,8195.669330459059,54.98823481093978,79.05362095260229,6.7110388040289095,6.545841093603435,3.0,0.967475261860323,70695.0838109171,20546.85297567342,50148.23083524368
R2_7652d98c_SAA2,15,R2_placeholder,180,20,200,2507,2507,18,18,10374.83269266906,6973.835996934747,55.09247915149828,77.91787444328097,5.5069721793495985,6.320592304719043,3.0,0.9236539310778721,68262.39689096567,21220.56644112355,47041.83044984212
R2_7652d98c_SAA2,16,R2_placeholder,180,20,200,2448,2448,14,14,11657.807519043195,4303.010536642611,54.366161104679954,77.72661290931441,3.6889316475139564,6.281145921027874,3.0,0.8815402089861004,67836.37594710104,20325.000325080444,47511.3756220206
R2_7652d98c_SAA2,17,R2_placeholder,180,20,200,2573,2573,37,37,11302.899238087513,7443.488363263151,54.20934808340289,75.19995874786706,6.689315041769678,6.219829090470416,3.0,0.9409287924184122,67174.15417708049,19833.979659338802,47340.17451774169
R2_7652d98c_SAA2,18,R2_placeholder,180,20,200,2515,2515,27,27,12106.41313155996,6028.952719398034,55.74199078250237,79.44786830742295,6.660035776328025,6.584070966885648,3.0,0.9694407297007381,71107.966442365,19417.712012850126,51690.25442951487
R2_7652d98c_SAA2,19,R2_placeholder,180,20,200,2532,2532,22,22,11656.976481769592,5850.258113226988,56.2582379315753,78.50126213305617,5.969005007350706,6.7132335101086325,3.0,0.9649659309662059,72502.92190917322,20523.12738868443,51979.794520488795
R2_7652d98c_SAA2,20,R2_placeholder,180,20,200,2410,2410,15,15,11408.742350566587,4992.538772575538,55.2467406634145,77.60879707835262,3.915089701044545,6.0264274594177465,3.0,0.8660089760615172,65085.41656171167,19179.796009369165,45905.6205523425
R2_7652d98c_SAA2,21,R2_placeholder,180,20,200,2493,2493,26,26,10423.796861788021,6258.109959742767,55.02748298712723,78.73369079491498,5.418131111127587,6.332778938924757,3.0,0.9227251246381432,68394.01254038737,20145.094081508112,48248.918458879256
R2_7652d98c_SAA2,22,R2_placeholder,180,20,200,2390,2390,45,45,12317.403761340123,5019.290459243305,55.02405572120925,81.30465177858866,6.90928184901296,6.268081003351,4.0,1.0495025198897863,67695.2748361908,21168.70377832884,46526.57105786196
R2_7652d98c_SAA2,23,R2_placeholder,180,20,200,2798,2798,12,12,10979.469485679714,17994.510630977427,56.61645928496521,77.3061212585996,12.968693463387645,7.170585177339785,4.0,1.2515473884026322,77442.31991526968,21728.58917083565,55713.730744434026
R2_7652d98c_SAA2,24,R2_placeholder,180,20,200,2447,2447,14,14,10550.069807495838,5355.272411919599,53.511457624773854,79.37252652751327,4.28005218693845,6.248299633551422,3.0,0.8915793746899378,67481.63604235536,20453.284480526287,47028.35156182907
R2_7652d98c_SAA2,25,R2_placeholder,180,20,200,2337,2337,23,23,10955.676657847198,5106.082043454488,56.81629655417563,77.79686198750483,4.51750987841716,5.769964972458366,3.0,0.8584009809056085,62315.62170255036,19578.65316641456,42736.9685361358
R2_7652d98c_SAA2,26,R2_placeholder,180,20,200,2442,2442,26,26,10989.365844012726,5593.0179676135585,55.47489115882355,79.37319658196702,4.963553149476757,6.432597822468875,3.0,0.9209696790005835,69472.05648266384,20537.06928675357,48934.987195910275
R2_7652d98c_SAA2,27,R2_placeholder,180,20,200,2603,2603,13,13,11156.158944677129,8633.466753577126,54.31632481359373,78.13538128463524,6.358904593311797,6.851181786024991,3.0,0.9843567841672521,73992.7632890699,20727.61568224276,53265.147606827144
R2_7652d98c_SAA2,28,R2_placeholder,180,20,200,2519,2519,27,27,12156.033002075314,8590.174755959797,54.45996919531629,78.72019734652959,7.556552401437018,6.45827986442563,3.0,0.9785885120419865,69749.4225357968,20961.905320821097,48787.5172149757
R2_7652d98c_SAA2,29,R2_placeholder,180,20,200,2447,2447,17,17,10916.370312701098,6744.894341872007,55.58089714297507,77.95601526026057,5.3671817592773055,6.120676990004512,4.0,1.0046651968991602,66103.31149204873,20308.18652755837,45795.12496449036
R2_7652d98c_SAA2,30,R2_placeholder,180,20,200,2427,2427,15,15,11733.552379775845,5036.568136955256,56.156289086444424,77.50776214098902,4.207116132134726,6.024561944273635,3.0,0.8721174440876349,65065.268998155254,19826.00008012654,45239.26891802871
R2_7652d98c_SAA2,31,R2_placeholder,180,20,200,2430,2430,13,13,11449.005076887797,4477.98311236147,55.3998085243808,77.5452938078337,3.674679954436559,5.990342401758681,3.0,0.8579705340214778,64695.69793899375,19424.664309764077,45271.03362922967
R2_7652d98c_SAA2,32,R2_placeholder,180,20,200,2567,2567,23,23,12022.597533476113,8239.455527211741,55.327940411800306,78.30271271724696,8.53466088893079,6.830560831625192,3.0,1.0293304570071036,73770.05698155207,20087.182628995826,53682.874352556246
R2_7652d98c_SAA2,33,R2_placeholder,180,20,200,2464,2464,11,11,11116.7047038253,7173.426620893717,55.96375602932342,77.6350499091109,5.624796160850833,6.073117553051031,4.0,1.006380750548029,65589.66957295113,19653.73161032659,45935.937962624535
R2_7652d98c_SAA2,34,R2_placeholder,180,20,200,2292,2292,14,14,10701.958017628516,4340.867665845634,56.2680555905443,79.65059128675783,3.4153155223655056,5.624949677904334,4.0,0.9231813068544648,60749.45652136681,18582.00403917351,42167.4524821933
R2_7652d98c_SAA2,35,R2_placeholder,180,20,200,2465,2465,11,11,10976.439351544659,4559.14946330011,54.39079501377858,78.57209957468912,3.5921546554500754,6.128918628569299,3.0,0.8672882329023314,66192.32118854843,20732.2008433186,45460.120345229836
R2_7652d98c_SAA2,36,R2_placeholder,180,20,200,2448,2448,22,22,11104.415830411897,5199.842232310677,56.315603394618414,78.64655304144756,4.015739985857697,6.295287697510745,3.0,0.8896745869263818,67989.10713311605,19381.56393976786,48607.54319334819
R2_7652d98c_SAA2,37,R2_placeholder,180,20,200,2441,2441,17,17,10519.053292609717,5418.367111990527,56.43555868759942,78.33251141650462,4.356565305634821,6.2020042801601,3.0,0.88951531324784,66981.64622572908,20587.08412006244,46394.56210566664
R2_7652d98c_SAA2,38,R2_placeholder,180,20,200,2433,2433,35,35,11091.289509124637,6243.12849129132,54.60357346431757,78.80083254409345,5.647246506269401,6.119585905542222,4.0,1.010579297577722,66091.527779856,20111.380197131075,45980.14758272492
R2_7652d98c_SAA2,39,R2_placeholder,180,20,200,2560,2560,23,23,10934.004458632206,6214.813080743689,56.47466641985362,77.36658801286391,5.352459887656268,6.409597287940557,3.0,0.9274633520564504,69223.65070975802,20950.504436449264,48273.146273308754
R2_7652d98c_SAA2,40,R2_placeholder,180,20,200,2430,2430,21,21,12214.448221399285,5146.230355437577,55.31240048486478,77.7171496190592,5.049628477617772,6.22748113796286,3.0,0.9064048155574097,67256.79628999889,20434.77194158925,46822.02434840964
R2_7652d98c_SAA2,41,R2_placeholder,180,20,200,2509,2509,21,21,11779.655614834246,5423.762104637505,54.69526576724262,78.58300779320747,4.8031807026967455,6.217924590622025,3.0,0.9003592680218352,67153.58557871787,20198.09298264014,46955.49259607773
R2_7652d98c_SAA2,42,R2_placeholder,180,20,200,2568,2568,19,19,11578.618203876671,9295.21858654571,55.6852339732442,79.40136393526424,8.038707528358179,6.733690064420141,3.0,1.0109532236184295,72723.85269573753,21353.08581647082,51370.76687926671
R2_7652d98c_SAA2,43,R2_placeholder,180,20,200,2455,2455,12,12,11715.566247795208,6479.6402553840535,55.17583935351291,79.3676183745643,5.326231318493014,6.31030788323997,3.0,0.9189581589126193,68151.32513899167,20083.890607434674,48067.434531556995
R2_7652d98c_SAA2,44,R2_placeholder,180,20,200,2561,2561,17,17,10776.191768855128,5136.31923300735,54.99447451412117,76.82968172545431,4.32383625187281,6.3129464141890175,3.0,0.8976893471038245,68179.8212732414,19693.408819332777,48486.41245390862
R2_7652d98c_SAA2,45,R2_placeholder,180,20,200,2423,2423,24,24,11505.212419554317,6192.847273679209,55.653055741362195,78.88723344733116,5.994239219982943,6.278705874045579,3.0,0.9307444532089951,67810.02343969225,20382.211173290358,47427.81226640189
R2_7652d98c_SAA2,46,R2_placeholder,180,20,200,2372,2372,21,21,11273.314895462549,5480.511748358206,55.249096143623454,77.99502447123712,4.5001848774909305,6.0649910107390665,3.0,0.8816318139482168,65501.90291598192,19165.6436094995,46336.25930648242
R2_7652d98c_SAA2,47,R2_placeholder,180,20,200,2379,2379,12,12,11569.118524145553,4916.607366046947,54.30768726174556,81.15065697135353,4.236104285194215,6.281727395726571,4.0,0.9933118549122874,67842.65587384696,19955.31827070084,47887.33760314612
R2_7652d98c_SAA2,48,R2_placeholder,180,20,200,2443,2443,13,13,11070.508461609597,4339.884816001298,55.12579311056494,77.37533821818658,3.6770137394791367,6.008944361102198,3.0,0.8595087004484432,64896.599099903746,19492.14641486405,45404.452685039694
R2_7652d98c_SAA2,49,R2_placeholder,180,20,200,2506,2506,28,28,12628.050605103674,6203.503175584583,55.52658399627738,78.74111886615628,5.183724887525987,6.32928508169025,3.0,0.9174226255536341,68356.2788822547,19461.674425312667,48894.604456942034
R2_7652d98c_SAA2,50,R2_placeholder,180,20,200,2445,2445,16,16,11284.42719920691,5184.363859225423,56.36956109292687,78.61326422403103,4.580329682577961,6.288551926756053,3.0,0.901234075910012,67916.36080896537,20241.019758716633,47675.34105024874
R2_7652d98c_SAA2,51,R2_placeholder,180,20,200,2336,2336,18,18,11790.427858820038,4570.47529382257,54.644536406512024,79.89404011948072,4.3166439892255095,5.947431193532117,3.0,0.8682940095374019,64232.25689014688,19530.256951892778,44701.9999382541
R2_7652d98c_SAA2,52,R2_placeholder,180,20,200,2516,2516,14,14,12251.494499257027,5735.596169620914,54.462330356493716,77.80868760863854,4.570512612409603,6.455398284392237,3.0,0.9143714187315848,69718.30147143616,20789.063396137557,48929.23807529861
R2_7652d98c_SAA2,53,R2_placeholder,180,20,200,2481,2481,71,71,11178.641639792904,6731.847420942809,56.0727789574604,77.27140612702576,7.400729091567549,6.240801700570486,3.0,0.9578511880078007,67400.65836616125,20631.1164713522,46769.54189480905
R2_7652d98c_SAA2,54,R2_placeholder,180,20,200,2371,2371,29,29,11756.708816108572,4123.84360970629,56.30625377419238,79.70527911132143,5.523681916049757,6.21540137506676,4.0,1.0155967224921214,67126.334850721,20861.843519551272,46264.49133116973
R2_7652d98c_SAA2,55,R2_placeholder,180,20,200,2466,2466,29,29,11637.062694095595,5392.064442489435,55.61191104404865,77.62911328474188,4.6095377534142505,6.027057330655767,4.0,0.9809403954541953,65092.21917108228,20684.94479611446,44407.27437496782
R2_7652d98c_SAA2,56,R2_placeholder,180,20,200,2377,2377,22,22,10885.497997342129,5583.151713339485,57.15079427623382,78.54401562424289,4.8512482945867035,6.1391208654263645,3.0,0.8950849898323957,66302.50534660474,19910.242321082274,46392.263025522465
R2_7652d98c_SAA2,57,R2_placeholder,180,20,200,2375,2375,19,19,10862.223026182799,5622.856192914117,55.92787904533908,76.77373516176371,5.284264760099792,5.709004855580836,3.0,0.8699546333057482,61657.252440273034,19508.9736054175,42148.27883485553
R2_7652d98c_SAA2,58,R2_placeholder,180,20,200,2467,2467,28,28,11221.830304864652,5908.5638857243075,54.982195556526634,78.52475863235195,6.649778150858999,6.155594300997632,3.0,0.9349427901696463,66480.41845077442,19374.846450696234,47105.57200007819
R2_7652d98c_SAA2,59,R2_placeholder,180,20,200,2530,2530,48,48,11485.72797869077,6166.552758230294,54.74880793777478,79.04718320314034,6.589044310765342,6.365339292136742,3.0,0.9504209500301968,68745.66435507682,19828.591247028176,48917.073108048644
R2_7652d98c_SAA2,60,R2_placeholder,180,20,200,2541,2541,10,10,11820.078356432301,6384.517342367259,54.10733167991541,78.31384782284916,4.7446678793925505,6.471868082739278,4.0,1.0194209011775541,69896.17529358421,20728.63621361376,49167.53907997045
R2_7652d98c_SAA2,61,R2_placeholder,180,20,200,2478,2478,27,27,11702.143241827327,6192.880878881631,53.984986561183206,76.92564898695939,5.985984906200526,6.165998839495062,3.0,0.9215510122924735,66592.78746654667,19798.157363030798,46794.63010351587
R2_7652d98c_SAA2,62,R2_placeholder,180,20,200,2471,2471,15,15,11173.734894069154,4876.655733160741,54.68851425223235,79.79937689813244,4.173961670243101,6.510857429991293,3.0,0.9103106301902271,70317.26024390597,20781.815815237613,49535.44442866836
R2_7652d98c_SAA2,63,R2_placeholder,180,20,200,2422,2422,37,37,11978.487452157742,5652.225993156466,55.20131615358296,78.82433706241214,5.472541107218782,6.251550855807024,4.0,1.0173928064763929,67516.74924271586,19512.743195052695,48004.00604766316
R2_7652d98c_SAA2,64,R2_placeholder,180,20,200,2355,2355,41,41,11218.98708283195,4546.649238697609,54.381133342419304,76.50748013557715,4.657290888523337,5.661125068915647,3.0,0.852689095981609,61140.150744288985,19535.983593035256,41604.16715125373
R2_7652d98c_SAA2,65,R2_placeholder,180,20,200,2416,2416,29,29,11267.151845549017,4921.536465745902,56.2806051804549,78.90458382021087,4.578372603481539,6.225231040428011,3.0,0.8961264675945597,67232.49523662252,19614.81033111838,47617.68490550414
R2_7652d98c_SAA2,66,R2_placeholder,180,20,200,2537,2537,13,13,10956.139361933825,7062.423657553458,55.54564515191479,80.15070560740926,5.559107755591287,6.842722749554183,4.0,1.0665415575841481,73901.40569518518,20848.123302163032,53053.28239302215
R2_7652d98c_SAA2,67,R2_placeholder,180,20,200,2491,2491,6,6,11762.230606983003,5377.766500794829,55.18819279827367,78.73649635049733,3.9878582827463593,6.320763512151774,3.0,0.8911151870309925,68264.24593123916,21088.153561278566,47176.09236996059
R2_7652d98c_SAA2,68,R2_placeholder,180,20,200,2372,2372,30,30,10992.976032870649,4189.538369025179,55.908944472335286,77.57979357780569,4.02607693947015,5.860127492802823,3.0,0.8550832766985862,63289.37692227049,19755.96459070884,43533.412331561645
R2_7652d98c_SAA2,69,R2_placeholder,180,20,200,2577,2577,14,14,11288.685023804524,5484.816097111245,56.46525109782414,78.40968477781881,4.246314701968293,6.580490178779612,3.0,0.9174316722016895,71069.29393081981,21191.628760049527,49877.665170770284
R2_7652d98c_SAA2,70,R2_placeholder,180,20,200,2531,2531,26,26,12066.675094086095,7451.415664342427,54.66741336671632,79.55560279930515,7.457162517834081,6.565990861400924,4.0,1.0850756085799471,70912.70130312999,19882.240851945244,51030.46045118474
R2_7652d98c_SAA2,71,R2_placeholder,180,20,200,2573,2573,19,19,11608.419513873656,9802.288952380473,55.02404954040059,77.70457411490142,7.546630623254959,6.680801328050584,4.0,1.09617761959951,72152.6543429463,21767.368177945784,50385.28616500052
R2_7652d98c_SAA2,72,R2_placeholder,180,20,200,2303,2303,19,19,10949.501225075473,4379.664462254013,56.04952245491051,78.40334347878118,3.8508855823396635,5.516715883157571,4.0,0.923856247417027,59580.53153810176,19891.2166625011,39689.314875600656
R2_7652d98c_SAA2,73,R2_placeholder,180,20,200,2593,2593,19,19,11522.613699688904,7530.44769119263,55.324556527263475,78.40536759799934,5.929568534045792,6.834836057525964,4.0,1.073849067474487,73816.22942128041,21395.97265616493,52420.25676511548
R2_7652d98c_SAA2,74,R2_placeholder,180,20,200,2366,2366,19,19,11142.418913317853,4911.090215628229,56.05055344595286,78.1822994342857,4.043088993004728,5.8734354226729515,3.0,0.856512455092509,63433.10256486788,19414.550935827196,44018.55162904068
R2_7652d98c_SAA2,75,R2_placeholder,180,20,200,2223,2223,15,15,11507.756879839786,3675.782544062764,53.769895158649575,78.19454100447396,4.42787313176186,5.448028127479557,3.0,0.8307252458789759,58838.703776779206,18594.091375635762,40244.612401143444
R2_7652d98c_SAA2,76,R2_placeholder,180,20,200,2517,2517,22,22,11299.921408409708,5212.03013824991,54.294392396260456,78.30304103145289,4.704951440045605,6.448232557047083,3.0,0.9166789925647439,69640.9116161085,20956.77079570573,48684.14082040277
R2_7652d98c_SAA2,77,R2_placeholder,180,20,200,2547,2547,23,23,11289.922594220556,6395.121232584768,54.55762630075786,79.66859330246224,5.7835257685174914,6.763798225200307,3.0,0.9650365530556851,73049.02083216331,20661.10920368778,52387.91162847553
R2_7652d98c_SAA2,78,R2_placeholder,180,20,200,2501,2501,24,24,11332.89216805718,6280.386650405395,55.75349604688653,79.51498027540973,5.2683060503399775,6.391766708172716,3.0,0.9242336091611025,69031.08044826533,20640.97677832254,48390.10366994279
R2_7652d98c_SAA2,79,R2_placeholder,180,20,200,2493,2493,22,22,11801.796041805374,5154.611365041109,54.51450746729533,78.88399397727581,4.375619777728075,6.518294625934667,3.0,0.9152268510260892,70397.5819600944,20575.75467908071,49821.827281013684
R2_7652d98c_SAA2,80,R2_placeholder,180,20,200,2499,2499,21,21,11128.230208291834,6301.7354546070255,56.808885159640646,79.6321016605951,5.223014485867932,6.685664946014515,3.0,0.9467749346640455,72205.18141695677,19687.541772883153,52517.63964407361
R2_7652d98c_SAA2,81,R2_placeholder,180,20,200,2557,2557,19,19,11927.086750258872,6536.14034664874,55.5444598378525,78.74157463375903,5.416841526474307,6.506286291222625,3.0,0.9365780788651166,70267.89194520435,21163.155227874726,49104.73671732962
R2_7652d98c_SAA2,82,R2_placeholder,180,20,200,2427,2427,23,23,11702.741943422081,6066.482819136154,55.4479650431203,77.86599652013966,5.1965163293956005,6.084171949797423,3.0,0.8980876773279853,65709.05705781217,20045.599837704794,45663.457220107375
