timetable,policy_name,class_totals_json,search_mean_H,search_rel_half_width,search_eval_reps,final_mean_H,final_std_H,final_mean_Z1_days,final_mean_Z2_hours,final_mean_Z3,final_mean_unscheduled,best_qik_json,total_run_time
R1,R1_3d503d0e_Lin,"[8, 12]",0.9286202570604521,0.1099886687970553,6,0.9454387264863492,0.11118664093244875,8.758429240418392,4.446976248824439,4.02,29.93,"[[0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1],[0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0]]",35.46279669999785
R2,R2_34b04524_Lin,"[6, 14]",0.9614043275423314,0.06384539669851769,4,0.9637208061172029,0.0716101978612883,3.85254501842835,5.564578375100301,4.36,19.11,"[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,0],[0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,2,0]]",37.998920400001225
